timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 6 587 0.21458671197811327 0.18541328802188675
1 8 484 0.23749654999915 0.16250345000085004
1 14 470 0.19493323436226712 0.2050667656377329
1 17 153 0.24184102655163675 0.15815897344836327
1 20 667 0.26620170030216733 0.1337982996978327
1 20 937 0.3679179334104931 0.03208206658950691
1 21 111 0.1480946834771197 0.2519053165228803
1 23 818 0.11874248351677615 0.2812575164832239
1 27 635 0.17344355145542847 0.22655644854457155
1 29 800 0.3267751403089926 0.07322485969100745
1 36 324 0.3912841460603129 0.008715853939687102
1 36 496 0.3025885394156467 0.09741146058435335
1 36 854 0.24138550278030285 0.15861449721969717
1 45 176 0.28063504642622755 0.11936495357377247
1 45 462 0.20237937592779084 0.19762062407220918
1 48 249 0.0777611751242138 0.32223882487578626
1 48 820 0.18477674031656952 0.2152232596834305
1 51 602 0.2759553167851849 0.1240446832148151
1 53 504 0.3445793747761566 0.055420625223843445
1 56 123 0.37364888474791125 0.026351115252088775
1 60 439 0.22825130419759043 0.1717486958024096
1 74 150 0.22731268277472508 0.17268731722527494
1 75 586 0.16009177279140865 0.23990822720859137
1 76 626 0.1909831988095029 0.20901680119049712
1 76 736 0.2752859760692439 0.12471402393075615
1 78 777 0.16831324703633913 0.2316867529636609
1 79 207 0.3060707921285686 0.09392920787143144
1 82 590 0.2705560520083117 0.12944394799168835
1 82 760 0.15412367955955358 0.24587632044044644
1 84 206 0.24856799881131963 0.1514320011886804
1 97 656 0.0839749850249248 0.31602501497507524
1 98 684 0.36459134130457344 0.03540865869542659
1 99 220 0.3835407674345877 0.01645923256541232
1 99 570 0.30903539944058606 0.09096460055941397
1 101 285 0.2943142500011143 0.10568574999888575
1 101 302 0.06612235543911495 0.3338776445608851
1 103 503 0.3716339583237595 0.028366041676240517
1 103 975 0.22539548124961375 0.17460451875038627
1 105 711 0.34190830083941115 0.05809169916058887
1 106 383 0.2667228804355876 0.1332771195644124
1 106 941 0.3090031540083252 0.09099684599167485
1 109 334 0.28017363855788524 0.11982636144211478
1 114 585 0.3918295161496505 0.00817048385034952
1 116 239 0.38718280068190275 0.012817199318097272
1 118 839 0.3313943782057088 0.06860562179429125
1 128 958 0.15557836448788348 0.24442163551211654
1 132 813 0.3522807768601521 0.047719223139847944
1 137 910 0.36722468172272804 0.03277531827727198
1 139 947 0.04993018054813184 0.35006981945186816
1 149 923 0.2552417478452486 0.1447582521547514
1 151 469 0.22726969098417257 0.17273030901582745
1 155 221 0.33285776814421153 0.06714223185578849
1 156 273 0.30367955458845275 0.09632044541154727
1 157 372 0.37048264323528474 0.029517356764715286
1 158 852 0.27309890961839905 0.12690109038160097
1 159 494 0.05897484957522395 0.3410251504247761
1 160 202 0.2690796246056338 0.13092037539436624
1 167 870 0.39647555428251907 0.0035244457174809507
1 171 702 0.22250840398402916 0.17749159601597086
1 173 799 0.383799238904826 0.016200761095174043
1 178 735 0.3213952073452616 0.07860479265473841
1 183 528 0.10275220855305871 0.2972477914469413
1 190 598 0.27456286604604885 0.12543713395395117
1 190 828 0.13762266220360794 0.26237733779639205
1 190 869 0.18095925646797303 0.219040743532027
1 196 370 0.09966030463282723 0.3003396953671728
1 199 235 0.3703589179583543 0.029641082041645728
1 199 354 0.18930942365287504 0.21069057634712499
1 199 965 0.3558749843491216 0.044125015650878396
1 203 585 0.23311835575867165 0.16688164424132837
1 210 786 0.2924079072064897 0.10759209279351034
1 212 250 0.2949379899530086 0.10506201004699145
1 214 984 0.27897439692826526 0.12102560307173477
1 215 856 0.3630828405398855 0.036917159460114535
1 216 881 0.35618203186266717 0.04381796813733285
1 226 764 0.19972283792672374 0.20027716207327628
1 235 965 0.10247022133506674 0.2975297786649333
1 240 394 0.22116475304730013 0.1788352469526999
1 242 671 0.3522218774419111 0.04777812255808894
1 244 801 0.10560696440394142 0.2943930355960586
1 246 447 0.33392535660354894 0.06607464339645108
1 247 911 0.21133640604715698 0.18866359395284305
1 249 820 0.15002503381678295 0.24997496618321707
1 256 743 0.17679278975606408 0.22320721024393594
1 268 685 0.1944016797701456 0.20559832022985441
1 271 843 0.24577681065433124 0.15422318934566878
1 276 526 0.27961738218916066 0.12038261781083937
1 279 976 0.30023226933148167 0.09976773066851835
1 283 970 0.12210107555953245 0.2778989244404676
1 285 302 0.3035032281984673 0.09649677180153271
1 287 577 0.27542604756921013 0.12457395243078989
1 290 518 0.32148308434373224 0.07851691565626778
1 291 440 0.3059913978131928 0.09400860218680723
1 292 514 0.1379645247257974 0.2620354752742026
1 296 767 0.27540264601648534 0.12459735398351468
1 297 880 0.22327681912851693 0.1767231808714831
1 301 723 0.2998585988828484 0.10014140111715164
1 310 369 0.34388818633640705 0.05611181366359297
1 312 476 0.28904841649485696 0.11095158350514306
1 316 795 0.3747294594989853 0.025270540501014738
1 316 962 0.3795038132405042 0.020496186759495827
1 324 496 0.11211503848973105 0.287884961510269
1 324 854 0.24391787617007643 0.1560821238299236
1 333 664 0.19680606942970577 0.20319393057029425
1 338 607 0.39435732506635907 0.0056426749336409565
1 346 716 0.3588711404314744 0.04112885956852563
1 348 479 0.37501582304357317 0.02498417695642685
1 356 515 0.12952185585570486 0.27047814414429516
1 362 407 0.2145848486861127 0.18541515131388733
1 365 685 0.29591839384019997 0.10408160615980006
1 367 616 0.22645841090627508 0.17354158909372494
1 367 935 0.3021990906631551 0.09780090933684493
1 371 587 0.34148174897659705 0.05851825102340297
1 376 863 0.19201308616953336 0.20798691383046666
1 378 416 0.3009784809806979 0.09902151901930212
1 379 724 0.22033438169767086 0.17966561830232916
1 383 941 0.20490383407259438 0.19509616592740564
1 385 988 0.3332051003934329 0.06679489960656715
1 387 401 0.10245449629435482 0.2975455037056452
1 388 658 0.2863276042451103 0.11367239575488974
1 389 848 0.3276096378818944 0.07239036211810562
1 402 789 0.24943910801039165 0.15056089198960837
1 411 674 0.13451542265611247 0.26548457734388753
1 414 651 0.2059638036477504 0.1940361963522496
1 424 445 0.29014740137944567 0.10985259862055435
1 430 432 0.11530449865263892 0.2846955013473611
1 430 835 0.26111402891296037 0.13888597108703965
1 431 707 0.1035553331126565 0.2964446668873435
1 432 835 0.3539727493466273 0.04602725065337271
1 436 972 0.3483184250410617 0.051681574958938326
1 443 812 0.2342819812883385 0.16571801871166153
1 444 661 0.33805242983925815 0.06194757016074187
1 448 604 0.27240115444603946 0.12759884555396056
1 449 965 0.3879577094847269 0.012042290515273113
1 450 724 0.3870601804507275 0.012939819549272535
1 456 573 0.13663437006166 0.26336562993834
1 456 696 0.33592037375340794 0.06407962624659208
1 467 876 0.19688462036961876 0.20311537963038126
1 479 844 0.28626288373789743 0.11373711626210259
1 480 790 0.11193180108129738 0.2880681989187026
1 496 854 0.1322322117881333 0.26776778821186675
1 502 675 0.21558832785022622 0.1844116721497738
1 503 975 0.14624471504516398 0.253755284954836
